Id,Date,Open,High,Low,Close,Volume
402,8/13/2015,76.49,76.51,75.63,75.78,5948007
403,8/14/2015,75.74,75.81,75.38,75.62,5586878
404,8/17/2015,75.81,75.81,74.75,75.53,8683913
405,8/18/2015,75.58,75.8,75,75.13,7445886
406,8/19/2015,74.93,74.93,74.02,74.12,9865255
407,8/20/2015,73.75,74.72,73.46,73.91,10687908
408,8/21/2015,73.55,73.9,71.83,71.84,15349553
409,8/24/2015,68.57,71.07,65.02,69.14,23485324
410,8/25/2015,72.18,72.23,68.3,68.42,21009531
411,8/26/2015,69.9,71,68.95,70.9,17427493
412,8/27/2015,71.4,71.75,70.02,71.48,12984476
413,8/28/2015,71.17,71.27,70.59,71.21,10010984
414,8/31/2015,71,71,70.3,70.67,9478795
415,9/1/2015,69.37,69.88,68.52,68.9,15317338
416,9/2/2015,69.65,69.85,69.22,69.81,8877884
417,9/3/2015,70.18,70.46,69.7,69.93,8189897
418,9/4/2015,69.28,69.28,68.5,68.76,11476316
419,9/8/2015,70.31,70.44,69.56,69.98,9151792
420,9/9/2015,70.44,70.54,68.37,68.48,10978618
421,9/10/2015,68.12,68.95,67.75,68.32,12526904
422,9/11/2015,68.06,68.51,67.73,68.42,10655108
423,9/14/2015,68.23,68.3,67.33,68.06,9670868
424,9/15/2015,68.02,69.74,67.9,69.45,11015057
425,9/16/2015,70.12,70.36,69.7,70.1,8694102
426,9/17/2015,70,71.27,69.86,70.24,10878730
427,9/18/2015,69.44,70.78,69.37,69.94,18140465
428,9/21/2015,70.15,70.88,70.01,70.65,7702409
429,9/22/2015,70.06,70.65,69.98,70.19,10159906
430,9/23/2015,70.18,70.49,69.96,70.26,5574443
431,9/24/2015,69.82,71.58,69.74,71.36,13323168
432,9/25/2015,72.39,73.38,71.95,72.67,15044775
433,9/28/2015,72.31,72.67,71.75,71.77,9180311
434,9/29/2015,71.77,72.41,71.35,72.28,8978285
435,9/30/2015,72.86,73.06,71.55,71.94,10888602
436,10/1/2015,71.76,72.18,71.4,71.95,8539089
437,10/2/2015,71.36,72.42,71.29,72.42,9049125
438,10/5/2015,72.97,73.43,72.5,73.22,9036600
439,10/6/2015,73.34,73.78,72.59,73.4,8776405
440,10/7/2015,73.72,73.87,73.32,73.72,8020239
441,10/8/2015,73.68,74.44,73.49,74.4,6850789
442,10/9/2015,74.59,74.91,74.32,74.48,6851810
443,10/12/2015,74.69,74.76,73.91,74.33,6246367
444,10/13/2015,74.24,74.28,73.66,74.11,7761199
445,10/14/2015,74.21,74.61,73.9,74.21,8303081
446,10/15/2015,74.64,74.84,74.03,74.27,8597628
447,10/16/2015,74.72,75.04,74.34,74.9,8960674
448,10/19/2015,74.65,75.19,74.53,75.16,7281819
449,10/20/2015,74.87,75.05,74.16,74.43,8528045
450,10/21/2015,73.75,74.54,73.5,73.59,8302066
451,10/22/2015,73.86,75.61,73.61,74.85,13981462
452,10/23/2015,76.76,78.45,76.31,77.03,16352180
453,10/26/2015,77,77.9,77,77.49,11454229
454,10/27/2015,77.12,77.36,76.8,77.29,9400590
455,10/28/2015,77.39,77.54,75.69,76.51,10160058
456,10/29/2015,76.75,77.19,76.24,77.02,8214643
457,10/30/2015,76.98,77.14,76.38,76.38,9504175
458,11/2/2015,76.57,76.77,76.05,76.6,7139176
459,11/3/2015,76.3,77.42,75.96,77.05,8002139
460,11/4/2015,77.03,77.14,76.51,77.06,6375743
461,11/5/2015,77.09,77.26,75.96,76.39,6808386
462,11/6/2015,75.88,76,74.7,75.57,9471605
463,11/9/2015,75.19,75.63,74.93,75.4,8599966
464,11/10/2015,75.38,76.24,75.23,75.77,6547926
465,11/11/2015,76.02,76.43,75.92,75.96,5291207
466,11/12/2015,75.67,76.01,74.66,74.66,7558483
467,11/13/2015,74.64,74.98,73.95,73.96,8426992
468,11/16/2015,74.25,75.32,74.01,75.3,7390248
469,11/17/2015,75.33,76.01,74.87,75.07,8750322
470,11/18/2015,74.98,75.96,74.81,75.9,6332167
471,11/19/2015,76.14,76.96,76.02,76.22,7776293
472,11/20/2015,76.55,76.86,75.68,75.82,9337721
473,11/23/2015,75.82,76.06,75.4,75.97,9368762
474,11/24/2015,75.62,76.69,75.61,76.45,7070704
475,11/25/2015,76.53,76.74,75.88,75.9,4266529
476,11/27/2015,75.89,76.37,75.5,75.7,2390080
477,11/30/2015,75.58,75.81,74.84,74.84,8478175
478,12/1/2015,74.87,76.22,74.87,75.94,8375751
479,12/2/2015,75.73,76.46,75.65,75.79,8101131
480,12/3/2015,75.83,76.2,75.17,75.74,11178640
481,12/4/2015,75.98,77.9,75.92,77.83,11960991
482,12/7/2015,77.54,78.5,77.54,78.37,9459974
483,12/8/2015,77.68,78.5,77.35,77.75,8312746
484,12/9/2015,77.6,78.99,77.44,77.7,10081941
485,12/10/2015,77.91,78.54,77.57,77.79,8984191
486,12/11/2015,77.51,78.33,77.11,77.78,12280492
487,12/14/2015,77.63,78.53,77.44,78.29,12131939
488,12/15/2015,78.71,80,78.48,79.68,14113427
489,12/16/2015,79.98,81.23,79.8,80.99,14102635
490,12/17/2015,80.98,81.03,80.2,80.29,9864248
491,12/18/2015,79.95,80.12,78.13,78.13,21342066
492,12/21/2015,78.63,78.98,78.15,78.95,9105763
493,12/22/2015,79.16,79.74,78.88,79.6,9872157
494,12/23/2015,79.95,80.43,79.5,79.92,8254573
495,12/24/2015,79.66,80.15,79.6,79.79,2498020
496,12/28/2015,79.74,79.97,79.47,79.92,4149999
497,12/29/2015,80.22,80.61,79.85,80.36,4406098
498,12/30/2015,80.46,80.5,80,80.07,3793159
499,12/31/2015,79.91,80.04,79.31,79.41,5077736
500,1/4/2016,78.36,78.5,77.54,78.37,11455570
501,1/5/2016,78.44,78.96,78.21,78.62,8133650
502,1/6/2016,77.67,78.28,77.12,77.86,9551003
503,1/7/2016,76.85,77.6,76.07,77.18,11973854
504,1/8/2016,77.36,77.48,75.67,75.97,9676382
505,1/11/2016,76.17,77.04,75.6,76.67,10209239
506,1/12/2016,77,77.02,75.75,76.51,8774696
507,1/13/2016,76.97,76.99,75.79,75.85,9152072
508,1/14/2016,76.1,76.95,75.88,76.15,12566751
509,1/15/2016,74.5,75.68,74.47,74.98,16948837
510,1/19/2016,75.8,76.91,75.72,76.73,13064585
511,1/20/2016,75.29,76.09,74.46,75.83,17785423
512,1/21/2016,76.02,77.18,75.41,76.72,12710299
513,1/22/2016,77.4,77.97,76.55,77.36,9458345
514,1/25/2016,77.2,77.36,76.56,76.85,9821389
515,1/26/2016,78,79.58,77.54,78.81,16373020
516,1/27/2016,78.53,79.85,78.15,78.8,10793236
517,1/28/2016,79.4,80,78.61,79.82,9892262
518,1/29/2016,79.98,82,79.83,81.69,19736994
519,2/1/2016,81.21,81.4,80.53,81.12,9581349
520,2/2/2016,80.09,80.54,79.81,80.22,9068921
521,2/3/2016,80.48,81.24,80.02,81.1,10148306
522,2/4/2016,80.85,81.1,80.33,80.7,8239828
523,2/5/2016,80.58,81.2,80.57,81.2,9879132
524,2/8/2016,80.29,82.72,80.29,82.62,16488542
525,2/9/2016,81.83,83,81.02,82.64,14193452
526,2/10/2016,82.91,83,81.46,81.62,10582230
527,2/11/2016,80.39,80.99,79.63,79.9,12230163
528,2/12/2016,80.36,81.02,79.79,80.99,9177589
529,2/16/2016,81.99,81.99,80.84,81.47,9241259
530,2/17/2016,81.65,82.83,81.51,82.45,10877563
531,2/18/2016,82.23,82.32,81.21,81.98,7700581
532,2/19/2016,81.96,82.26,81.4,81.79,7703948
533,2/22/2016,82.07,82.67,81.71,82.13,6895960
534,2/23/2016,82,82.46,81.62,81.81,5783363
535,2/24/2016,81.26,81.64,80.66,81.56,6686070
536,2/25/2016,81.7,82.34,81.47,82.34,6588651
537,2/26/2016,82.52,82.65,80.95,81.1,9280505
538,2/29/2016,81.1,81.35,80.21,80.29,10709535
539,3/1/2016,80.54,81.36,80.53,81.23,9468143
540,3/2/2016,81.58,82.66,80.85,82.55,12055328
541,3/3/2016,82.54,82.93,82.18,82.84,8747005
542,3/4/2016,82.62,83.74,82.26,83.49,9390965
543,3/7/2016,83.18,83.7,83,83.1,6782981
544,3/8/2016,82.97,83.75,82.67,83.06,7746758
545,3/9/2016,83.3,83.69,82.68,82.96,8949544
546,3/10/2016,83.13,83.23,81.75,82.28,10384968
547,3/11/2016,82.75,82.8,81.44,81.75,11053083
548,3/14/2016,81.57,81.85,80.68,81.17,12382237
549,3/15/2016,81,81.46,80.76,81.31,9297842
550,3/16/2016,81.31,81.8,80.48,81.34,9481876
551,3/17/2016,81.29,83.22,81.28,82.75,12054893
552,3/18/2016,82.86,83.5,82.44,83.15,33638101
553,3/21/2016,83.12,83.87,82.91,83.32,8617777
554,3/22/2016,83.28,83.32,82.48,82.74,7178609
555,3/23/2016,82.72,83.49,82.58,82.82,5565877
556,3/24/2016,82.46,83.12,82.43,82.89,6159546
557,3/28/2016,82.99,83.45,82.52,82.62,4988467
558,3/29/2016,82.66,83.09,82.16,82.8,6726054
559,3/30/2016,83.09,83.36,82.65,82.68,6899719
560,3/31/2016,82.75,83,82.15,82.31,6780389
561,4/1/2016,82,83.62,81.93,83.53,8027305
562,4/4/2016,83.65,83.65,83.03,83.21,5585312
563,4/5/2016,83.16,83.56,82.98,83.16,5147879
564,4/6/2016,83.14,83.84,83.08,83.81,6246398
565,4/7/2016,83.24,83.68,82.87,83.24,6635293
566,4/8/2016,83.44,83.45,82.77,83.2,5450013
567,4/11/2016,83.03,83.34,82.66,82.73,7064087
568,4/12/2016,82.71,83.21,82.45,82.83,7043261
569,4/13/2016,83.05,83.43,81.84,82.46,11729474
570,4/14/2016,81.95,82.36,81.54,82.01,6903815
571,4/15/2016,82.05,82.43,81.85,82.3,7278605
572,4/18/2016,82.29,82.99,82.02,82.83,5621415
573,4/19/2016,82.91,83.7,82.85,83.28,6514244
574,4/20/2016,83.29,83.34,81.48,81.55,9122662
575,4/21/2016,81.04,81.31,80.55,80.8,8800743
576,4/22/2016,80.4,80.95,79.91,80.95,8023201
577,4/25/2016,80.92,81.48,80.42,81.41,7642233
578,4/26/2016,81.5,81.5,79.21,79.55,13650130
579,4/27/2016,79.47,80.15,79.1,79.89,7686865
580,4/28/2016,79.48,80.26,79.39,79.76,7615570
581,4/29/2016,79.67,80.15,79.37,80.12,9387282
582,5/2/2016,80.02,81.3,80.02,80.97,7852602
583,5/3/2016,80.8,81.7,80.69,81.1,7573016
584,5/4/2016,80.87,81.77,80.87,81.6,7338387
585,5/5/2016,81.6,82.09,80.92,81.3,6399767
586,5/6/2016,81.42,82.25,81.17,82.13,6297229
587,5/9/2016,82.21,82.73,81.96,82.12,6718307
588,5/10/2016,82.15,82.68,82.12,82.48,6222938
589,5/11/2016,82.5,82.88,82.13,82.15,5947506
590,5/12/2016,82.48,82.74,82.11,82.41,4920688
591,5/13/2016,82.42,82.42,81,81.23,6531097
592,5/16/2016,81.01,81.89,80.75,81.63,6493231
593,5/17/2016,81.64,82.06,80.32,80.62,10185921
594,5/18/2016,80.59,80.77,79.41,79.85,8325225
595,5/19/2016,79.64,80.22,79.45,80.19,6234760
596,5/20/2016,80.44,80.5,79.79,80.02,6524983
597,5/23/2016,80.05,80.33,79.85,80.2,5617116
598,5/24/2016,80.3,81.38,80.3,80.97,6292352
599,5/25/2016,81.08,81.78,81.01,81.48,6049308
600,5/26/2016,81.48,81.6,81.09,81.22,4620036
601,5/27/2016,81.27,81.66,81.16,81.43,4321975
602,5/31/2016,81.58,81.82,80.74,81.04,6705032
603,6/1/2016,80.95,81.8,80.86,81.79,6184108
604,6/2/2016,81.53,81.95,81.33,81.95,5186323
605,6/3/2016,81.93,82.49,81.78,82.47,6306719
606,6/6/2016,82.4,82.83,82.23,82.77,5292348
607,6/7/2016,82.76,82.89,82.25,82.32,6327475
608,6/8/2016,82.37,82.75,82.02,82.65,4712567
609,6/9/2016,82.58,83.26,82.43,83.17,6144895
610,6/10/2016,82.77,83.34,82.61,83.2,6840768
611,6/13/2016,82.96,83.4,82.53,82.57,6167444
612,6/14/2016,82.55,83.37,82.27,83.35,6868619
613,6/15/2016,83.4,83.5,82.82,82.95,7082203
614,6/16/2016,82.67,83.61,82.66,83.41,6630088
615,6/17/2016,83.31,83.44,82.35,83.13,11741742
616,6/20/2016,83.52,83.7,83.03,83.04,6164326
617,6/21/2016,83.09,83.78,83.09,83.41,6594737
618,6/22/2016,83.5,83.76,83.29,83.57,4940053
619,6/23/2016,83.81,84.21,83.57,84.21,7361265
620,6/24/2016,82.61,83.82,81.99,82.26,12401053
621,6/27/2016,81.83,81.89,81,81.23,9619036
622,6/28/2016,81.44,82.49,80.95,82.46,9257100
623,6/29/2016,82.96,83.91,82.91,83.91,7927516
624,6/30/2016,83.91,84.8,83.82,84.67,10969296
625,7/1/2016,84.52,84.99,84.51,84.78,9531106
626,7/5/2016,84.48,85.95,84.45,85.44,11403103
627,7/6/2016,85.37,85.5,84.74,85.03,8356546
628,7/7/2016,85.23,85.24,84.52,84.83,7905843
629,7/8/2016,84.98,85.9,84.77,85.77,6827349
630,7/11/2016,85.61,85.95,84.91,85.75,6156824
631,7/12/2016,85.49,85.94,85.19,85.75,6649847
632,7/13/2016,85.81,86.15,85.41,85.89,7572148
633,7/14/2016,86.44,86.89,85.85,85.87,11342573
634,7/15/2016,86.25,86.48,85.79,86.01,8491347
635,7/18/2016,86.02,86.05,85.7,85.93,4781778
636,7/19/2016,85.67,86.18,85.56,86.17,6078231
637,7/20/2016,85.38,85.73,85.13,85.32,6289008
638,7/21/2016,85.02,85.37,84.88,85.26,5471194
639,7/22/2016,85.5,85.98,85.45,85.72,6165618
640,7/25/2016,85.53,85.8,85.15,85.8,5605314
641,7/26/2016,85.68,86.08,85.17,85.27,5379332
642,7/27/2016,85.24,85.3,84.32,84.46,7744663
643,7/28/2016,84.42,84.98,84.4,84.81,5911575
644,7/29/2016,84.89,85.79,84.8,85.59,7520867
645,8/1/2016,85.44,86.58,85.42,86.41,10420628
646,8/2/2016,87.02,87.15,86.24,86.76,13083211
647,8/3/2016,86.51,86.72,85.46,85.97,8192124
648,8/4/2016,86.12,86.53,85.8,86.05,5564060
649,8/5/2016,86.08,86.44,85.53,85.78,6729690
650,8/8/2016,85.61,85.9,85.13,85.76,5388194
651,8/9/2016,85.86,86.34,85.68,85.99,4158784
652,8/10/2016,86.26,86.82,86,86.31,5981436
653,8/11/2016,86.7,87,86.4,86.73,7387106
654,8/12/2016,86.92,87.45,86.78,87.04,8063375
655,8/15/2016,87.52,87.57,86.99,87.02,6871164
656,8/16/2016,86.98,87.4,86.47,86.58,8071056
657,8/17/2016,86.45,87.11,85.97,86.96,6762059
658,8/18/2016,86.94,87.46,86.94,87.44,7082804
659,8/19/2016,87.2,87.41,87.05,87.31,6199917
660,8/22/2016,87.14,87.21,86.58,86.85,5921119
661,8/23/2016,87.13,87.5,87.04,87.4,5420109
662,8/24/2016,87.32,87.45,86.56,87.31,5713285
663,8/25/2016,87.3,87.94,87.04,87.9,10595473
664,8/26/2016,87.87,88.5,87.17,87.58,16408187
665,8/29/2016,87.39,88.4,87.32,88.3,8934474
666,8/30/2016,87.72,88.3,87.46,87.54,11619392
667,8/31/2016,87.75,87.85,87.02,87.31,11407806
668,9/1/2016,87.36,88.31,86.98,88.31,29793308
669,9/2/2016,88.48,88.87,88.04,88.2,17470433
670,9/6/2016,88.25,88.64,87.88,88.64,14472067
671,9/7/2016,88.31,88.41,87.71,87.95,17556418
672,9/8/2016,87.95,88.18,87.63,87.78,23465734
673,9/9/2016,87.1,87.17,86.24,86.24,21954951
674,9/12/2016,86.04,88.38,85.96,88.25,16105710
675,9/13/2016,87.55,87.91,87.01,87.05,19682706
676,9/14/2016,87.12,87.6,86.87,87.01,25397922
677,9/15/2016,86.75,88.27,86.75,88.06,13891454
678,9/16/2016,87.62,88.11,87.3,88.05,23518263
679,9/19/2016,87.92,88.95,87.25,88.37,19173907
680,9/20/2016,88.5,88.95,88.18,88.58,33986484
681,9/21/2016,88.54,88.79,86.44,87.8,55409813
682,9/22/2016,87.77,89.3,87.77,88.99,52692665
683,9/23/2016,88.63,88.94,87.49,87.76,48281375
684,9/26/2016,87.42,88.43,86.61,87.85,60276563
685,9/27/2016,88.06,88.81,87.66,88.36,65150794
686,9/28/2016,88.98,89.72,88.47,89.46,89805967
687,9/29/2016,89.16,89.27,87.54,88.23,74587460
688,9/30/2016,88.3,90.22,88.29,89.75,123735748
689,10/3/2016,89.35,89.45,88.41,88.66,26789542
690,10/4/2016,88.29,88.68,87.95,88.35,23317644
691,10/5/2016,88.48,89,88.21,88.85,64580261
692,10/6/2016,88.61,89.73,88.47,89.22,61462771
693,10/7/2016,89.01,90.05,88.3,90,20518765
694,10/10/2016,90.19,90.33,88.78,89.06,15492383
695,10/11/2016,88.83,89.12,88.2,88.54,11723100
696,10/12/2016,88.74,89.01,88.33,88.57,17118011
697,10/13/2016,88.05,88.57,87.6,88.24,11158075
698,10/14/2016,88.5,88.96,88.22,88.43,7368968
699,10/17/2016,88.43,88.65,87.71,87.83,7610568
700,10/18/2016,88.21,88.27,87.44,87.45,10749527
701,10/19/2016,86.65,86.82,85.44,85.54,12788794
702,10/20/2016,85.38,85.52,84.79,84.93,10175116
703,10/21/2016,84.41,84.86,84.24,84.33,13974139
704,10/24/2016,84.39,84.7,84.06,84.1,10573198
705,10/25/2016,87.49,88.08,86.97,86.97,20761155
706,10/26/2016,86.91,87.74,86.78,87.4,8464058
707,10/27/2016,87.51,87.6,86.45,86.58,6598279
708,10/28/2016,86.87,87.23,86.45,86.84,7021059
709,10/31/2016,87.01,87.47,86.69,86.8,8207137
710,11/1/2016,86.58,86.99,86.48,86.85,8564471
711,11/2/2016,86.77,87.41,86.56,86.74,7773237
712,11/3/2016,86.8,86.98,86.47,86.6,6899931
713,11/4/2016,86.69,86.73,85.07,85.08,9378118
714,11/7/2016,86.02,86.57,85.6,86.56,8878455
715,11/8/2016,86.77,87.69,86.59,87.46,7674604
716,11/9/2016,85.26,86.54,84.31,85.93,11972512
717,11/10/2016,85.51,85.7,82.18,82.96,22095710
718,11/11/2016,82.67,84.06,82.65,83.58,8905669
719,11/14/2016,83.56,83.78,82.76,83,12862496
720,11/15/2016,84.58,84.58,82.88,83.62,9464037
721,11/16/2016,83.98,84.2,83.17,83.19,8542909
722,11/17/2016,83.27,83.5,82.93,83.07,9078077
723,11/18/2016,82.92,83.1,81.99,82,14565456
724,11/21/2016,82.1,82.75,81.71,82.64,11482061
725,11/22/2016,83.01,83.18,82.66,82.76,7426508
726,11/23/2016,82.59,82.93,82.52,82.68,10763830
727,11/25/2016,82.99,83.46,82.95,83.46,3883098
728,11/28/2016,83.13,83.36,82.76,83.07,6990064
729,11/29/2016,83.42,83.48,82.69,82.89,6183113
730,11/30/2016,82.52,82.83,82.26,82.46,12115474
731,12/1/2016,82.21,82.32,81.18,81.86,12516920
732,12/2/2016,82.35,82.68,82.07,82.4,9079412
733,12/5/2016,82.56,83.08,82.48,82.99,8597543
734,12/6/2016,83.24,83.25,82.61,82.91,7327194
735,12/7/2016,82.74,84.28,82.71,84.18,8567706
736,12/8/2016,83.79,84.18,83.5,83.5,7522799
737,12/9/2016,83.52,84.4,83.47,84.37,8004453
738,12/12/2016,84.21,85.18,84.21,85.13,7494115
739,12/13/2016,84.67,85.36,84.53,85.18,11795940
740,12/14/2016,85.29,85.74,84.17,84.37,12292170
741,12/15/2016,84.15,84.8,83.61,84.68,8768128
742,12/16/2016,84.9,85.12,84.15,84.68,21172420
743,12/19/2016,84.75,84.98,84.32,84.71,6431223
744,12/20/2016,84.57,84.71,84.19,84.57,7485433
745,12/21/2016,84.19,84.72,84.12,84.28,6099334
746,12/22/2016,84,84.61,83.87,84.47,7864796
747,12/23/2016,84.68,85.18,84.55,84.96,5284195
748,12/27/2016,84.9,84.94,84.42,84.6,3782582
749,12/28/2016,84.4,84.63,83.94,84.07,4298812
750,12/29/2016,84.24,84.49,84.1,84.35,3718306
751,12/30/2016,84.17,84.45,83.92,84.08,6209848
752,1/3/2017,83.88,84.39,83.5,84.2,8792706
753,1/4/2017,84.45,84.6,84.24,84.5,8096650
754,1/5/2017,84.41,85.43,84.38,85.06,6852435
755,1/6/2017,84.94,85.25,84.62,85.03,4799945
756,1/9/2017,84.06,84.66,83.75,84.4,11000579
757,1/10/2017,84.34,84.43,83.24,83.49,10918153
758,1/11/2017,83.39,83.75,83.28,83.75,9572286
759,1/12/2017,83.71,83.88,83.37,83.84,6545444
760,1/13/2017,83.85,84.02,83.44,84.01,6762797
761,1/17/2017,83.9,85.58,83.88,85.21,13145073
762,1/18/2017,84.8,85.3,84.59,84.93,10521181
763,1/19/2017,84.63,85,84.28,84.7,14074464
764,1/20/2017,86.89,87.98,86.42,87.45,22944405
765,1/23/2017,87.09,87.35,86.85,86.96,9408904
766,1/24/2017,87.22,87.95,87.22,87.86,8704722
767,1/25/2017,87.84,87.9,87.06,87.16,8082874
768,1/26/2017,87.12,87.23,86.59,86.6,6542285
769,1/27/2017,86.45,86.85,86.02,86.72,9332303
770,1/30/2017,86.78,86.86,86.5,86.75,7350036
771,1/31/2017,86.63,87.66,86.53,87.6,9712432
772,2/1/2017,87.03,87.59,86.75,87.33,8291514
773,2/2/2017,87.61,88.35,87.25,87.76,8997158
774,2/3/2017,88.12,88.17,87.39,87.41,7161948
775,2/6/2017,87.5,87.78,87.13,87.4,7482993
776,2/7/2017,87.64,88.28,87.48,88.01,6646055
777,2/8/2017,88.07,88.34,87.81,88.33,6815753
778,2/9/2017,88.25,88.78,88.03,88.67,9914070
779,2/10/2017,88.56,88.73,87.96,87.97,11057552
780,2/13/2017,88.04,88.36,87.64,88.31,6905130
781,2/14/2017,88,88.22,87.23,87.86,20123406
782,2/15/2017,89.81,91.15,89.81,91.12,25847697
783,2/16/2017,90.92,91.12,90.54,90.79,12408473
784,2/17/2017,90.61,91.36,90.45,91.09,12152428
785,2/21/2017,90.58,91.8,90.58,91.67,9018703
786,2/22/2017,91.45,91.8,91.25,91.44,6749919
787,2/23/2017,91.61,91.8,90.91,91.13,7611638
788,2/24/2017,90.97,91.34,90.67,91.05,6643365
789,2/27/2017,90.53,90.91,90.06,90.89,11840268
790,2/28/2017,90.9,91.79,90.65,91.07,10535619
791,3/1/2017,91.05,91.89,90.71,91.66,8792150
792,3/2/2017,91.4,91.58,90.88,90.91,7031221
793,3/3/2017,90.8,90.82,89.89,90.5,8341071
794,3/6/2017,89.89,90.51,89.59,90.37,9533795
795,3/7/2017,90.14,90.49,90.06,90.29,5362951
796,3/8/2017,90.02,90.35,89.76,90.14,5513405
797,3/9/2017,90.14,90.49,90.1,90.34,5587379
798,3/10/2017,90.8,91.16,90.65,91.07,6797792
799,3/13/2017,91.06,91.49,90.85,91.31,7397472
800,3/14/2017,91.26,91.59,90.82,91,6686388
